mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,eps_learn,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
gen_replay,64,0.3,0.001,0.0,10,5000,1000.0,5.0,True,grid,0.7874585657615111,0.8657707509881423,0.8967972195231333,0.672314270443613,0.7979765180387265,0.7738314680710994,0.7180611675043527
gen_replay,64,0.3,0.001,0.0,15,5000,1000.0,5.0,True,grid,0.8414141276457241,0.8154150197628458,0.8592196726212722,0.8591840370568323,0.818177157212927,0.8248847926267281,0.8716040865937387
gen_replay,64,0.3,0.001,0.0001,10,5000,1000.0,5.0,True,grid,0.8335195904587024,0.9077865612648222,0.9371963524927125,0.713593443791199,0.8243467263684993,0.8271724818959842,0.7910219769389968
gen_replay,64,0.3,0.001,0.0001,15,5000,1000.0,5.0,True,grid,0.8576255572173811,0.9240513833992094,0.8693101128634427,0.8120612862996615,0.8455215080409482,0.8390552995391705,0.8557537531618541
gen_replay,64,0.3,0.0005,0.0,10,5000,1000.0,5.0,True,grid,0.7993119939087653,0.7719960474308301,0.8220719037297257,0.8251915196864422,0.7954300753678669,0.7831797235023041,0.7980026937354227
gen_replay,64,0.3,0.0005,0.0,15,5000,1000.0,5.0,True,grid,0.8279899045244616,0.8219565217391305,0.8705807608939382,0.823178336005701,0.7942166697998735,0.817955892034233,0.8400512466738937
gen_replay,64,0.3,0.0005,0.0001,10,5000,1000.0,5.0,True,grid,0.7788995534283817,0.8398616600790514,0.8822221391733314,0.8497951184749688,0.7512347683420778,0.7046576695194207,0.6456259649814395
gen_replay,64,0.3,0.0005,0.0001,15,5000,1000.0,5.0,True,grid,0.7154393112126426,0.5519762845849803,0.5253008446072203,0.8583645109567076,0.7446208534855502,0.7911125740618828,0.8212607995795145
gen_replay,64,0.5,0.001,0.0,10,5000,1000.0,5.0,True,grid,0.7277691257195583,0.5979841897233201,0.8375252261006054,0.8224300730447176,0.7272913711482918,0.6755266622778143,0.7058572320226011
gen_replay,64,0.5,0.001,0.0,15,5000,1000.0,5.0,True,grid,0.7901602112705549,0.8226284584980237,0.8571081545705957,0.7975236059148405,0.8438295763334643,0.68536866359447,0.7345028087119345
gen_replay,64,0.5,0.001,0.0001,10,5000,1000.0,5.0,True,grid,0.8382190785849981,0.8147826086956522,0.8678899768293594,0.9032424728309282,0.8201083519901561,0.804970375246873,0.8183206859170198
gen_replay,64,0.5,0.001,0.0001,15,5000,1000.0,5.0,True,grid,0.811593910268412,0.8423715415019762,0.889696539352717,0.7629966150008908,0.852511407721361,0.7756912442396313,0.7462961137938964
naive,64,0.0,0.0005,1e-05,15,10000,500.0,10.0,True,random,0.42044002989748747,0.7040118577075098,0.8174564616189551,0.05344735435595938,0.16914190009057817,0.3087393021724819,0.46984330343944025
naive,128,0.5,0.0005,0.0,20,5000,2000.0,2.0,True,random,0.48272572115915807,0.9779644268774703,0.3414306001943344,0.43719935863174775,0.36636303043768054,0.3848420013166557,0.3885549094970599
naive,64,0.3,0.0001,0.0,10,10000,500.0,2.0,False,random,0.4463172041095065,0.5293280632411067,0.4986172359668137,0.47349011223944415,0.4516774050211064,0.3908986175115207,0.3338917906770474
naive,256,0.3,0.001,1e-05,15,5000,2000.0,10.0,False,random,0.35418025804894476,0.9960474308300395,0.41135361387248676,0.09066452877249243,0.24121135474168134,0.1684990125082291,0.21730560756873954
naive,128,0.3,0.0005,1e-05,15,10000,2000.0,2.0,False,random,0.5502326293018768,0.8374308300395257,0.8904066073697586,0.48564047746303224,0.5232854237519867,0.2209183673469388,0.3437140698400184
naive,256,0.0,0.0005,1e-05,20,5000,1000.0,5.0,True,random,0.29713246545342525,0.9978063241106719,0.18714029449136707,0.1591305897024764,0.07825611402594296,0.15258393680052668,0.2078775335895667
naive,128,0.3,0.0005,0.0,15,10000,2000.0,5.0,False,random,0.2972394442665917,0.7060276679841897,0.5066335301592048,0.09428113308391235,0.10049048929297763,0.17103357472021066,0.2049702703590552
naive,64,0.0,0.001,1e-05,10,10000,1000.0,10.0,True,random,0.7567385179921812,0.8623320158102766,0.9040100156962404,0.8437733832175307,0.7708201596226479,0.5689104674127715,0.5905850661936205
naive,256,0.0,0.0001,0.0001,10,5000,2000.0,10.0,False,random,0.8072023042505688,0.8102766798418972,0.9243403841841692,0.8792624265098877,0.8143147676584691,0.6985352205398289,0.7164843467691601
naive,256,0.3,0.0005,0.0001,20,2000,2000.0,5.0,False,random,0.3089035368945583,0.9917391304347826,0.07403393377681441,0.0667022982362373,0.10742911831558799,0.2879196840026333,0.3255970566012943
naive,256,0.5,0.001,0.0,15,5000,500.0,5.0,True,random,0.27951341915902933,0.9965415019762845,0.4450257866806189,0.04669517192232318,0.08117854152068771,0.05171165240289664,0.055927860451364934
naive,256,0.5,0.0001,0.0,20,5000,2000.0,2.0,True,random,0.5370741653586885,0.943399209486166,0.7866806188803348,0.339497594869054,0.3187154991198537,0.3839861751152074,0.4501658946815151
rehearsal,256,0.5,0.001,0.0001,10,5000,500.0,10.0,True,random,0.8304492405224918,0.9816600790513834,0.8744674489872187,0.7444147514698023,0.7859450036743971,0.7733212639894668,0.8228868959626819
rehearsal,64,0.0,0.001,1e-05,15,2000,1000.0,10.0,True,random,0.7037091485646801,0.9392292490118577,0.9425031766200762,0.5613041154462854,0.5658229795088271,0.5978439763001975,0.6155513945008377
rehearsal,128,0.0,0.0005,0.0,15,2000,500.0,5.0,True,random,0.7954769624167799,0.9791897233201581,0.9285073622841767,0.6753251380723321,0.7241809512416044,0.7559578670177749,0.7097007325646332
rehearsal,128,0.0,0.001,0.0001,10,10000,500.0,5.0,False,random,0.8982226550081798,0.9761857707509881,0.9445025786680619,0.8327454124354178,0.8577581050364876,0.8767774851876234,0.9013665779705003
rehearsal,128,0.5,0.0005,1e-05,20,5000,500.0,10.0,False,random,0.8552371691830171,0.9479841897233201,0.8498953583974886,0.8863887404240157,0.8129817305556031,0.8173798551678736,0.8167931408298019
rehearsal,64,0.5,0.0005,0.0001,15,10000,1000.0,2.0,True,random,0.7940798455260166,0.6773320158102767,0.7962852231108454,0.8124176019953679,0.8139216926153162,0.8234529295589204,0.8410696100653724
rehearsal,64,0.3,0.0001,1e-05,15,5000,1000.0,2.0,False,random,0.5165290438603861,0.4850790513833992,0.5071941101726587,0.5353821485836451,0.5320014355784185,0.5156188281764319,0.5238986892677638
rehearsal,128,0.5,0.0005,0.0001,10,5000,2000.0,5.0,True,random,0.8093532082505049,0.9215217391304348,0.8870618132894835,0.7725815072153929,0.73142720421103,0.7623765635286373,0.781150422128051
rehearsal,256,0.0,0.0005,0.0001,20,2000,500.0,2.0,False,random,0.766607419178943,0.9977272727272727,0.6680245160325884,0.7317299127026545,0.7680686343205784,0.7829657669519421,0.6511284123386223
rehearsal,64,0.0,0.001,0.0,10,10000,1000.0,2.0,True,random,0.8696273065440935,0.7693280632411067,0.9043089917034158,0.8699625868519508,0.8783347290345735,0.8827024358130349,0.913127032620479
rehearsal,128,0.5,0.001,0.0001,15,2000,1000.0,10.0,True,random,0.6356446782852361,0.9720355731225296,0.6811420883474101,0.5476750400855158,0.5766923589629654,0.5280118499012508,0.5083111592917446
rehearsal,64,0.0,0.0001,0.0,15,10000,1000.0,5.0,False,random,0.527884158077696,0.5542687747035573,0.5320091187682189,0.37384642793515055,0.5505785039222053,0.5676267281105991,0.5889753950264446
ewc,128,0.0,0.0005,1e-05,20,5000,1000.0,10.0,True,random,0.5085995745200523,0.9875494071146245,0.4090926078182226,0.430304649919829,0.7849708611761489,0.1769914417379855,0.2626884793535035
ewc,256,0.0,0.0005,0.0001,10,5000,1000.0,2.0,True,random,0.5458872682673682,0.9794466403162055,0.6357351072576426,0.4188134687332977,0.4036197084408593,0.42114878209348255,0.4165599027627213
